Date,DateKey,CalendarYear,CalendarMonth,CalendarQuarter,Day,DayOfWeekNum,WeekNum,DayOfWeekName,MonthName,WeekDay,FinancialMonthFYEF,FinancialMonthFYEM,FinancialQuarterFYEF,FinancialQuarterFYEM,FinancialYearEndingFeb,FinancialYearEndingMar
2021/01/21,20210121,2021,1,1,21,5,4,Thursday,January,1,11,10,FQ 4,FQ 4,2021,2021
2021/01/22,20210122,2021,1,1,22,6,4,Friday,January,1,11,10,FQ 4,FQ 4,2021,2021
2021/01/23,20210123,2021,1,1,23,7,4,Saturday,January,0,11,10,FQ 4,FQ 4,2021,2021
2021/01/24,20210124,2021,1,1,24,1,5,Sunday,January,0,11,10,FQ 4,FQ 4,2021,2021
2021/01/25,20210125,2021,1,1,25,2,5,Monday,January,1,11,10,FQ 4,FQ 4,2021,2021
2021/01/26,20210126,2021,1,1,26,3,5,Tuesday,January,1,11,10,FQ 4,FQ 4,2021,2021
2021/01/27,20210127,2021,1,1,27,4,5,Wednesday,January,1,11,10,FQ 4,FQ 4,2021,2021
2021/01/28,20210128,2021,1,1,28,5,5,Thursday,January,1,11,10,FQ 4,FQ 4,2021,2021
2021/01/29,20210129,2021,1,1,29,6,5,Friday,January,1,11,10,FQ 4,FQ 4,2021,2021
2021/01/30,20210130,2021,1,1,30,7,5,Saturday,January,0,11,10,FQ 4,FQ 4,2021,2021
2021/01/31,20210131,2021,1,1,31,1,6,Sunday,January,0,11,10,FQ 4,FQ 4,2021,2021
2021/02/01,20210201,2021,2,1,1,2,6,Monday,February,1,12,11,FQ 4,FQ 4,2021,2021
2021/02/02,20210202,2021,2,1,2,3,6,Tuesday,February,1,12,11,FQ 4,FQ 4,2021,2021
2021/02/03,20210203,2021,2,1,3,4,6,Wednesday,February,1,12,11,FQ 4,FQ 4,2021,2021
2021/02/04,20210204,2021,2,1,4,5,6,Thursday,February,1,12,11,FQ 4,FQ 4,2021,2021
2021/02/05,20210205,2021,2,1,5,6,6,Friday,February,1,12,11,FQ 4,FQ 4,2021,2021
2021/02/06,20210206,2021,2,1,6,7,6,Saturday,February,0,12,11,FQ 4,FQ 4,2021,2021
2021/02/07,20210207,2021,2,1,7,1,7,Sunday,February,0,12,11,FQ 4,FQ 4,2021,2021
2021/02/08,20210208,2021,2,1,8,2,7,Monday,February,1,12,11,FQ 4,FQ 4,2021,2021
2021/02/09,20210209,2021,2,1,9,3,7,Tuesday,February,1,12,11,FQ 4,FQ 4,2021,2021
2021/02/10,20210210,2021,2,1,10,4,7,Wednesday,February,1,12,11,FQ 4,FQ 4,2021,2021
2021/02/11,20210211,2021,2,1,11,5,7,Thursday,February,1,12,11,FQ 4,FQ 4,2021,2021
2021/02/12,20210212,2021,2,1,12,6,7,Friday,February,1,12,11,FQ 4,FQ 4,2021,2021
2021/02/13,20210213,2021,2,1,13,7,7,Saturday,February,0,12,11,FQ 4,FQ 4,2021,2021
2021/02/14,20210214,2021,2,1,14,1,8,Sunday,February,0,12,11,FQ 4,FQ 4,2021,2021
2021/02/15,20210215,2021,2,1,15,2,8,Monday,February,1,12,11,FQ 4,FQ 4,2021,2021
2021/02/16,20210216,2021,2,1,16,3,8,Tuesday,February,1,12,11,FQ 4,FQ 4,2021,2021
2021/02/17,20210217,2021,2,1,17,4,8,Wednesday,February,1,12,11,FQ 4,FQ 4,2021,2021
2021/02/18,20210218,2021,2,1,18,5,8,Thursday,February,1,12,11,FQ 4,FQ 4,2021,2021
2021/02/19,20210219,2021,2,1,19,6,8,Friday,February,1,12,11,FQ 4,FQ 4,2021,2021
2021/02/20,20210220,2021,2,1,20,7,8,Saturday,February,0,12,11,FQ 4,FQ 4,2021,2021
2021/02/21,20210221,2021,2,1,21,1,9,Sunday,February,0,12,11,FQ 4,FQ 4,2021,2021
2021/02/22,20210222,2021,2,1,22,2,9,Monday,February,1,12,11,FQ 4,FQ 4,2021,2021
2021/02/23,20210223,2021,2,1,23,3,9,Tuesday,February,1,12,11,FQ 4,FQ 4,2021,2021
2021/02/24,20210224,2021,2,1,24,4,9,Wednesday,February,1,12,11,FQ 4,FQ 4,2021,2021
2021/02/25,20210225,2021,2,1,25,5,9,Thursday,February,1,12,11,FQ 4,FQ 4,2021,2021
2021/02/26,20210226,2021,2,1,26,6,9,Friday,February,1,12,11,FQ 4,FQ 4,2021,2021
2021/02/27,20210227,2021,2,1,27,7,9,Saturday,February,0,12,11,FQ 4,FQ 4,2021,2021
2021/02/28,20210228,2021,2,1,28,1,10,Sunday,February,0,12,11,FQ 4,FQ 4,2021,2021
2021/03/01,20210301,2021,3,1,1,2,10,Monday,March,1,1,12,FQ 1,FQ 1,2022,2021
2021/03/02,20210302,2021,3,1,2,3,10,Tuesday,March,1,1,12,FQ 1,FQ 1,2022,2021
2021/03/03,20210303,2021,3,1,3,4,10,Wednesday,March,1,1,12,FQ 1,FQ 1,2022,2021
2021/03/04,20210304,2021,3,1,4,5,10,Thursday,March,1,1,12,FQ 1,FQ 1,2022,2021
2021/03/05,20210305,2021,3,1,5,6,10,Friday,March,1,1,12,FQ 1,FQ 1,2022,2021
2021/03/06,20210306,2021,3,1,6,7,10,Saturday,March,0,1,12,FQ 1,FQ 1,2022,2021
2021/03/07,20210307,2021,3,1,7,1,11,Sunday,March,0,1,12,FQ 1,FQ 1,2022,2021
2021/03/08,20210308,2021,3,1,8,2,11,Monday,March,1,1,12,FQ 1,FQ 1,2022,2021
2021/03/09,20210309,2021,3,1,9,3,11,Tuesday,March,1,1,12,FQ 1,FQ 1,2022,2021
2021/03/10,20210310,2021,3,1,10,4,11,Wednesday,March,1,1,12,FQ 1,FQ 1,2022,2021
2021/03/11,20210311,2021,3,1,11,5,11,Thursday,March,1,1,12,FQ 1,FQ 1,2022,2021
2021/03/12,20210312,2021,3,1,12,6,11,Friday,March,1,1,12,FQ 1,FQ 1,2022,2021
2021/03/13,20210313,2021,3,1,13,7,11,Saturday,March,0,1,12,FQ 1,FQ 1,2022,2021
2021/03/14,20210314,2021,3,1,14,1,12,Sunday,March,0,1,12,FQ 1,FQ 1,2022,2021
2021/03/15,20210315,2021,3,1,15,2,12,Monday,March,1,1,12,FQ 1,FQ 1,2022,2021
2021/03/16,20210316,2021,3,1,16,3,12,Tuesday,March,1,1,12,FQ 1,FQ 1,2022,2021
2021/03/17,20210317,2021,3,1,17,4,12,Wednesday,March,1,1,12,FQ 1,FQ 1,2022,2021
2021/03/18,20210318,2021,3,1,18,5,12,Thursday,March,1,1,12,FQ 1,FQ 1,2022,2021
2021/03/19,20210319,2021,3,1,19,6,12,Friday,March,1,1,12,FQ 1,FQ 1,2022,2021
2021/03/20,20210320,2021,3,1,20,7,12,Saturday,March,0,1,12,FQ 1,FQ 1,2022,2021
2021/03/21,20210321,2021,3,1,21,1,13,Sunday,March,0,1,12,FQ 1,FQ 1,2022,2021
2021/03/22,20210322,2021,3,1,22,2,13,Monday,March,1,1,12,FQ 1,FQ 1,2022,2021
2021/03/23,20210323,2021,3,1,23,3,13,Tuesday,March,1,1,12,FQ 1,FQ 1,2022,2021
2021/03/24,20210324,2021,3,1,24,4,13,Wednesday,March,1,1,12,FQ 1,FQ 1,2022,2021
2021/03/25,20210325,2021,3,1,25,5,13,Thursday,March,1,1,12,FQ 1,FQ 1,2022,2021
2021/03/26,20210326,2021,3,1,26,6,13,Friday,March,1,1,12,FQ 1,FQ 1,2022,2021
2021/03/27,20210327,2021,3,1,27,7,13,Saturday,March,0,1,12,FQ 1,FQ 1,2022,2021
2021/03/28,20210328,2021,3,1,28,1,14,Sunday,March,0,1,12,FQ 1,FQ 1,2022,2021
2021/03/29,20210329,2021,3,1,29,2,14,Monday,March,1,1,12,FQ 1,FQ 1,2022,2021
2021/03/30,20210330,2021,3,1,30,3,14,Tuesday,March,1,1,12,FQ 1,FQ 1,2022,2021
2021/03/31,20210331,2021,3,1,31,4,14,Wednesday,March,1,1,12,FQ 1,FQ 1,2022,2021
2021/04/01,20210401,2021,4,2,1,5,14,Thursday,April,1,2,1,FQ 1,FQ 1,2022,2022
2021/04/02,20210402,2021,4,2,2,6,14,Friday,April,1,2,1,FQ 1,FQ 1,2022,2022
2021/04/03,20210403,2021,4,2,3,7,14,Saturday,April,0,2,1,FQ 1,FQ 1,2022,2022
2021/04/04,20210404,2021,4,2,4,1,15,Sunday,April,0,2,1,FQ 1,FQ 1,2022,2022
2021/04/05,20210405,2021,4,2,5,2,15,Monday,April,1,2,1,FQ 1,FQ 1,2022,2022
2021/04/06,20210406,2021,4,2,6,3,15,Tuesday,April,1,2,1,FQ 1,FQ 1,2022,2022
2021/04/07,20210407,2021,4,2,7,4,15,Wednesday,April,1,2,1,FQ 1,FQ 1,2022,2022
2021/04/08,20210408,2021,4,2,8,5,15,Thursday,April,1,2,1,FQ 1,FQ 1,2022,2022
2021/04/09,20210409,2021,4,2,9,6,15,Friday,April,1,2,1,FQ 1,FQ 1,2022,2022
2021/04/10,20210410,2021,4,2,10,7,15,Saturday,April,0,2,1,FQ 1,FQ 1,2022,2022
2021/04/11,20210411,2021,4,2,11,1,16,Sunday,April,0,2,1,FQ 1,FQ 1,2022,2022
2021/04/12,20210412,2021,4,2,12,2,16,Monday,April,1,2,1,FQ 1,FQ 1,2022,2022
2021/04/13,20210413,2021,4,2,13,3,16,Tuesday,April,1,2,1,FQ 1,FQ 1,2022,2022
2021/04/14,20210414,2021,4,2,14,4,16,Wednesday,April,1,2,1,FQ 1,FQ 1,2022,2022
2021/04/15,20210415,2021,4,2,15,5,16,Thursday,April,1,2,1,FQ 1,FQ 1,2022,2022
2021/04/16,20210416,2021,4,2,16,6,16,Friday,April,1,2,1,FQ 1,FQ 1,2022,2022
2021/04/17,20210417,2021,4,2,17,7,16,Saturday,April,0,2,1,FQ 1,FQ 1,2022,2022
2021/04/18,20210418,2021,4,2,18,1,17,Sunday,April,0,2,1,FQ 1,FQ 1,2022,2022
2021/04/19,20210419,2021,4,2,19,2,17,Monday,April,1,2,1,FQ 1,FQ 1,2022,2022
2021/04/20,20210420,2021,4,2,20,3,17,Tuesday,April,1,2,1,FQ 1,FQ 1,2022,2022
2021/04/21,20210421,2021,4,2,21,4,17,Wednesday,April,1,2,1,FQ 1,FQ 1,2022,2022
2021/04/22,20210422,2021,4,2,22,5,17,Thursday,April,1,2,1,FQ 1,FQ 1,2022,2022
2021/04/23,20210423,2021,4,2,23,6,17,Friday,April,1,2,1,FQ 1,FQ 1,2022,2022
2021/04/24,20210424,2021,4,2,24,7,17,Saturday,April,0,2,1,FQ 1,FQ 1,2022,2022
2021/04/25,20210425,2021,4,2,25,1,18,Sunday,April,0,2,1,FQ 1,FQ 1,2022,2022
2021/04/26,20210426,2021,4,2,26,2,18,Monday,April,1,2,1,FQ 1,FQ 1,2022,2022
2021/04/27,20210427,2021,4,2,27,3,18,Tuesday,April,1,2,1,FQ 1,FQ 1,2022,2022
2021/04/28,20210428,2021,4,2,28,4,18,Wednesday,April,1,2,1,FQ 1,FQ 1,2022,2022
2021/04/29,20210429,2021,4,2,29,5,18,Thursday,April,1,2,1,FQ 1,FQ 1,2022,2022
2021/04/30,20210430,2021,4,2,30,6,18,Friday,April,1,2,1,FQ 1,FQ 1,2022,2022
2021/05/01,20210501,2021,5,2,1,7,18,Saturday,May,0,3,2,FQ 1,FQ 1,2022,2022
2021/05/02,20210502,2021,5,2,2,1,19,Sunday,May,0,3,2,FQ 1,FQ 1,2022,2022
2021/05/03,20210503,2021,5,2,3,2,19,Monday,May,1,3,2,FQ 1,FQ 1,2022,2022
2021/05/04,20210504,2021,5,2,4,3,19,Tuesday,May,1,3,2,FQ 1,FQ 1,2022,2022
2021/05/05,20210505,2021,5,2,5,4,19,Wednesday,May,1,3,2,FQ 1,FQ 1,2022,2022
2021/05/06,20210506,2021,5,2,6,5,19,Thursday,May,1,3,2,FQ 1,FQ 1,2022,2022
2021/05/07,20210507,2021,5,2,7,6,19,Friday,May,1,3,2,FQ 1,FQ 1,2022,2022
2021/05/08,20210508,2021,5,2,8,7,19,Saturday,May,0,3,2,FQ 1,FQ 1,2022,2022
2021/05/09,20210509,2021,5,2,9,1,20,Sunday,May,0,3,2,FQ 1,FQ 1,2022,2022
2021/05/10,20210510,2021,5,2,10,2,20,Monday,May,1,3,2,FQ 1,FQ 1,2022,2022
2021/05/11,20210511,2021,5,2,11,3,20,Tuesday,May,1,3,2,FQ 1,FQ 1,2022,2022
2021/05/12,20210512,2021,5,2,12,4,20,Wednesday,May,1,3,2,FQ 1,FQ 1,2022,2022
2021/05/13,20210513,2021,5,2,13,5,20,Thursday,May,1,3,2,FQ 1,FQ 1,2022,2022
2021/05/14,20210514,2021,5,2,14,6,20,Friday,May,1,3,2,FQ 1,FQ 1,2022,2022
2021/05/15,20210515,2021,5,2,15,7,20,Saturday,May,0,3,2,FQ 1,FQ 1,2022,2022
2021/05/16,20210516,2021,5,2,16,1,21,Sunday,May,0,3,2,FQ 1,FQ 1,2022,2022
2021/05/17,20210517,2021,5,2,17,2,21,Monday,May,1,3,2,FQ 1,FQ 1,2022,2022
2021/05/18,20210518,2021,5,2,18,3,21,Tuesday,May,1,3,2,FQ 1,FQ 1,2022,2022
2021/05/19,20210519,2021,5,2,19,4,21,Wednesday,May,1,3,2,FQ 1,FQ 1,2022,2022
2021/05/20,20210520,2021,5,2,20,5,21,Thursday,May,1,3,2,FQ 1,FQ 1,2022,2022
2021/05/21,20210521,2021,5,2,21,6,21,Friday,May,1,3,2,FQ 1,FQ 1,2022,2022
2021/05/22,20210522,2021,5,2,22,7,21,Saturday,May,0,3,2,FQ 1,FQ 1,2022,2022
2021/05/23,20210523,2021,5,2,23,1,22,Sunday,May,0,3,2,FQ 1,FQ 1,2022,2022
2021/05/24,20210524,2021,5,2,24,2,22,Monday,May,1,3,2,FQ 1,FQ 1,2022,2022
2021/05/25,20210525,2021,5,2,25,3,22,Tuesday,May,1,3,2,FQ 1,FQ 1,2022,2022
2021/05/26,20210526,2021,5,2,26,4,22,Wednesday,May,1,3,2,FQ 1,FQ 1,2022,2022
2021/05/27,20210527,2021,5,2,27,5,22,Thursday,May,1,3,2,FQ 1,FQ 1,2022,2022
2021/05/28,20210528,2021,5,2,28,6,22,Friday,May,1,3,2,FQ 1,FQ 1,2022,2022
2021/05/29,20210529,2021,5,2,29,7,22,Saturday,May,0,3,2,FQ 1,FQ 1,2022,2022
2021/05/30,20210530,2021,5,2,30,1,23,Sunday,May,0,3,2,FQ 1,FQ 1,2022,2022
2021/05/31,20210531,2021,5,2,31,2,23,Monday,May,1,3,2,FQ 1,FQ 1,2022,2022
2021/06/01,20210601,2021,6,2,1,3,23,Tuesday,June,1,4,3,FQ 2,FQ 2,2022,2022
2021/06/02,20210602,2021,6,2,2,4,23,Wednesday,June,1,4,3,FQ 2,FQ 2,2022,2022
2021/06/03,20210603,2021,6,2,3,5,23,Thursday,June,1,4,3,FQ 2,FQ 2,2022,2022
2021/06/04,20210604,2021,6,2,4,6,23,Friday,June,1,4,3,FQ 2,FQ 2,2022,2022
2021/06/05,20210605,2021,6,2,5,7,23,Saturday,June,0,4,3,FQ 2,FQ 2,2022,2022
2021/06/06,20210606,2021,6,2,6,1,24,Sunday,June,0,4,3,FQ 2,FQ 2,2022,2022
2021/06/07,20210607,2021,6,2,7,2,24,Monday,June,1,4,3,FQ 2,FQ 2,2022,2022
2021/06/08,20210608,2021,6,2,8,3,24,Tuesday,June,1,4,3,FQ 2,FQ 2,2022,2022
2021/06/09,20210609,2021,6,2,9,4,24,Wednesday,June,1,4,3,FQ 2,FQ 2,2022,2022
2021/06/10,20210610,2021,6,2,10,5,24,Thursday,June,1,4,3,FQ 2,FQ 2,2022,2022
2021/06/11,20210611,2021,6,2,11,6,24,Friday,June,1,4,3,FQ 2,FQ 2,2022,2022
2021/06/12,20210612,2021,6,2,12,7,24,Saturday,June,0,4,3,FQ 2,FQ 2,2022,2022
2021/06/13,20210613,2021,6,2,13,1,25,Sunday,June,0,4,3,FQ 2,FQ 2,2022,2022
2021/06/14,20210614,2021,6,2,14,2,25,Monday,June,1,4,3,FQ 2,FQ 2,2022,2022
2021/06/15,20210615,2021,6,2,15,3,25,Tuesday,June,1,4,3,FQ 2,FQ 2,2022,2022
2021/06/16,20210616,2021,6,2,16,4,25,Wednesday,June,1,4,3,FQ 2,FQ 2,2022,2022
2021/06/17,20210617,2021,6,2,17,5,25,Thursday,June,1,4,3,FQ 2,FQ 2,2022,2022
2021/06/18,20210618,2021,6,2,18,6,25,Friday,June,1,4,3,FQ 2,FQ 2,2022,2022
2021/06/19,20210619,2021,6,2,19,7,25,Saturday,June,0,4,3,FQ 2,FQ 2,2022,2022
2021/06/20,20210620,2021,6,2,20,1,26,Sunday,June,0,4,3,FQ 2,FQ 2,2022,2022
2021/06/21,20210621,2021,6,2,21,2,26,Monday,June,1,4,3,FQ 2,FQ 2,2022,2022
2021/06/22,20210622,2021,6,2,22,3,26,Tuesday,June,1,4,3,FQ 2,FQ 2,2022,2022
2021/06/23,20210623,2021,6,2,23,4,26,Wednesday,June,1,4,3,FQ 2,FQ 2,2022,2022
2021/06/24,20210624,2021,6,2,24,5,26,Thursday,June,1,4,3,FQ 2,FQ 2,2022,2022
2021/06/25,20210625,2021,6,2,25,6,26,Friday,June,1,4,3,FQ 2,FQ 2,2022,2022
2021/06/26,20210626,2021,6,2,26,7,26,Saturday,June,0,4,3,FQ 2,FQ 2,2022,2022
2021/06/27,20210627,2021,6,2,27,1,27,Sunday,June,0,4,3,FQ 2,FQ 2,2022,2022
2021/06/28,20210628,2021,6,2,28,2,27,Monday,June,1,4,3,FQ 2,FQ 2,2022,2022
2021/06/29,20210629,2021,6,2,29,3,27,Tuesday,June,1,4,3,FQ 2,FQ 2,2022,2022
2021/06/30,20210630,2021,6,2,30,4,27,Wednesday,June,1,4,3,FQ 2,FQ 2,2022,2022
2021/07/01,20210701,2021,7,3,1,5,27,Thursday,July,1,5,4,FQ 2,FQ 2,2022,2022
2021/07/02,20210702,2021,7,3,2,6,27,Friday,July,1,5,4,FQ 2,FQ 2,2022,2022
2021/07/03,20210703,2021,7,3,3,7,27,Saturday,July,0,5,4,FQ 2,FQ 2,2022,2022
2021/07/04,20210704,2021,7,3,4,1,28,Sunday,July,0,5,4,FQ 2,FQ 2,2022,2022
2021/07/05,20210705,2021,7,3,5,2,28,Monday,July,1,5,4,FQ 2,FQ 2,2022,2022
2021/07/06,20210706,2021,7,3,6,3,28,Tuesday,July,1,5,4,FQ 2,FQ 2,2022,2022
2021/07/07,20210707,2021,7,3,7,4,28,Wednesday,July,1,5,4,FQ 2,FQ 2,2022,2022
2021/07/08,20210708,2021,7,3,8,5,28,Thursday,July,1,5,4,FQ 2,FQ 2,2022,2022
2021/07/09,20210709,2021,7,3,9,6,28,Friday,July,1,5,4,FQ 2,FQ 2,2022,2022
2021/07/10,20210710,2021,7,3,10,7,28,Saturday,July,0,5,4,FQ 2,FQ 2,2022,2022
2021/07/11,20210711,2021,7,3,11,1,29,Sunday,July,0,5,4,FQ 2,FQ 2,2022,2022
2021/07/12,20210712,2021,7,3,12,2,29,Monday,July,1,5,4,FQ 2,FQ 2,2022,2022
2021/07/13,20210713,2021,7,3,13,3,29,Tuesday,July,1,5,4,FQ 2,FQ 2,2022,2022
2021/07/14,20210714,2021,7,3,14,4,29,Wednesday,July,1,5,4,FQ 2,FQ 2,2022,2022
2021/07/15,20210715,2021,7,3,15,5,29,Thursday,July,1,5,4,FQ 2,FQ 2,2022,2022
2021/07/16,20210716,2021,7,3,16,6,29,Friday,July,1,5,4,FQ 2,FQ 2,2022,2022
2021/07/17,20210717,2021,7,3,17,7,29,Saturday,July,0,5,4,FQ 2,FQ 2,2022,2022
2021/07/18,20210718,2021,7,3,18,1,30,Sunday,July,0,5,4,FQ 2,FQ 2,2022,2022
2021/07/19,20210719,2021,7,3,19,2,30,Monday,July,1,5,4,FQ 2,FQ 2,2022,2022
2021/07/20,20210720,2021,7,3,20,3,30,Tuesday,July,1,5,4,FQ 2,FQ 2,2022,2022
2021/07/21,20210721,2021,7,3,21,4,30,Wednesday,July,1,5,4,FQ 2,FQ 2,2022,2022
2021/07/22,20210722,2021,7,3,22,5,30,Thursday,July,1,5,4,FQ 2,FQ 2,2022,2022
2021/07/23,20210723,2021,7,3,23,6,30,Friday,July,1,5,4,FQ 2,FQ 2,2022,2022
2021/07/24,20210724,2021,7,3,24,7,30,Saturday,July,0,5,4,FQ 2,FQ 2,2022,2022
2021/07/25,20210725,2021,7,3,25,1,31,Sunday,July,0,5,4,FQ 2,FQ 2,2022,2022
2021/07/26,20210726,2021,7,3,26,2,31,Monday,July,1,5,4,FQ 2,FQ 2,2022,2022
2021/07/27,20210727,2021,7,3,27,3,31,Tuesday,July,1,5,4,FQ 2,FQ 2,2022,2022
2021/07/28,20210728,2021,7,3,28,4,31,Wednesday,July,1,5,4,FQ 2,FQ 2,2022,2022
2021/07/29,20210729,2021,7,3,29,5,31,Thursday,July,1,5,4,FQ 2,FQ 2,2022,2022
2021/07/30,20210730,2021,7,3,30,6,31,Friday,July,1,5,4,FQ 2,FQ 2,2022,2022
2021/07/31,20210731,2021,7,3,31,7,31,Saturday,July,0,5,4,FQ 2,FQ 2,2022,2022
2021/08/01,20210801,2021,8,3,1,1,32,Sunday,August,0,6,5,FQ 2,FQ 2,2022,2022
2021/08/02,20210802,2021,8,3,2,2,32,Monday,August,1,6,5,FQ 2,FQ 2,2022,2022
2021/08/03,20210803,2021,8,3,3,3,32,Tuesday,August,1,6,5,FQ 2,FQ 2,2022,2022
2021/08/04,20210804,2021,8,3,4,4,32,Wednesday,August,1,6,5,FQ 2,FQ 2,2022,2022
2021/08/05,20210805,2021,8,3,5,5,32,Thursday,August,1,6,5,FQ 2,FQ 2,2022,2022
2021/08/06,20210806,2021,8,3,6,6,32,Friday,August,1,6,5,FQ 2,FQ 2,2022,2022
2021/08/07,20210807,2021,8,3,7,7,32,Saturday,August,0,6,5,FQ 2,FQ 2,2022,2022
2021/08/08,20210808,2021,8,3,8,1,33,Sunday,August,0,6,5,FQ 2,FQ 2,2022,2022
2021/08/09,20210809,2021,8,3,9,2,33,Monday,August,1,6,5,FQ 2,FQ 2,2022,2022
2021/08/10,20210810,2021,8,3,10,3,33,Tuesday,August,1,6,5,FQ 2,FQ 2,2022,2022
2021/08/11,20210811,2021,8,3,11,4,33,Wednesday,August,1,6,5,FQ 2,FQ 2,2022,2022
2021/08/12,20210812,2021,8,3,12,5,33,Thursday,August,1,6,5,FQ 2,FQ 2,2022,2022
2021/08/13,20210813,2021,8,3,13,6,33,Friday,August,1,6,5,FQ 2,FQ 2,2022,2022
2021/08/14,20210814,2021,8,3,14,7,33,Saturday,August,0,6,5,FQ 2,FQ 2,2022,2022
2021/08/15,20210815,2021,8,3,15,1,34,Sunday,August,0,6,5,FQ 2,FQ 2,2022,2022
2021/08/16,20210816,2021,8,3,16,2,34,Monday,August,1,6,5,FQ 2,FQ 2,2022,2022
2021/08/17,20210817,2021,8,3,17,3,34,Tuesday,August,1,6,5,FQ 2,FQ 2,2022,2022
2021/08/18,20210818,2021,8,3,18,4,34,Wednesday,August,1,6,5,FQ 2,FQ 2,2022,2022
2021/08/19,20210819,2021,8,3,19,5,34,Thursday,August,1,6,5,FQ 2,FQ 2,2022,2022
2021/08/20,20210820,2021,8,3,20,6,34,Friday,August,1,6,5,FQ 2,FQ 2,2022,2022
2021/08/21,20210821,2021,8,3,21,7,34,Saturday,August,0,6,5,FQ 2,FQ 2,2022,2022
2021/08/22,20210822,2021,8,3,22,1,35,Sunday,August,0,6,5,FQ 2,FQ 2,2022,2022
2021/08/23,20210823,2021,8,3,23,2,35,Monday,August,1,6,5,FQ 2,FQ 2,2022,2022
2021/08/24,20210824,2021,8,3,24,3,35,Tuesday,August,1,6,5,FQ 2,FQ 2,2022,2022
2021/08/25,20210825,2021,8,3,25,4,35,Wednesday,August,1,6,5,FQ 2,FQ 2,2022,2022
2021/08/26,20210826,2021,8,3,26,5,35,Thursday,August,1,6,5,FQ 2,FQ 2,2022,2022
2021/08/27,20210827,2021,8,3,27,6,35,Friday,August,1,6,5,FQ 2,FQ 2,2022,2022
2021/08/28,20210828,2021,8,3,28,7,35,Saturday,August,0,6,5,FQ 2,FQ 2,2022,2022
2021/08/29,20210829,2021,8,3,29,1,36,Sunday,August,0,6,5,FQ 2,FQ 2,2022,2022
2021/08/30,20210830,2021,8,3,30,2,36,Monday,August,1,6,5,FQ 2,FQ 2,2022,2022
2021/08/31,20210831,2021,8,3,31,3,36,Tuesday,August,1,6,5,FQ 2,FQ 2,2022,2022
2021/09/01,20210901,2021,9,3,1,4,36,Wednesday,September,1,7,6,FQ 3,FQ 3,2022,2022
2021/09/02,20210902,2021,9,3,2,5,36,Thursday,September,1,7,6,FQ 3,FQ 3,2022,2022
2021/09/03,20210903,2021,9,3,3,6,36,Friday,September,1,7,6,FQ 3,FQ 3,2022,2022
2021/09/04,20210904,2021,9,3,4,7,36,Saturday,September,0,7,6,FQ 3,FQ 3,2022,2022
2021/09/05,20210905,2021,9,3,5,1,37,Sunday,September,0,7,6,FQ 3,FQ 3,2022,2022
2021/09/06,20210906,2021,9,3,6,2,37,Monday,September,1,7,6,FQ 3,FQ 3,2022,2022
2021/09/07,20210907,2021,9,3,7,3,37,Tuesday,September,1,7,6,FQ 3,FQ 3,2022,2022
2021/09/08,20210908,2021,9,3,8,4,37,Wednesday,September,1,7,6,FQ 3,FQ 3,2022,2022
2021/09/09,20210909,2021,9,3,9,5,37,Thursday,September,1,7,6,FQ 3,FQ 3,2022,2022
2021/09/10,20210910,2021,9,3,10,6,37,Friday,September,1,7,6,FQ 3,FQ 3,2022,2022
2021/09/11,20210911,2021,9,3,11,7,37,Saturday,September,0,7,6,FQ 3,FQ 3,2022,2022
2021/09/12,20210912,2021,9,3,12,1,38,Sunday,September,0,7,6,FQ 3,FQ 3,2022,2022
2021/09/13,20210913,2021,9,3,13,2,38,Monday,September,1,7,6,FQ 3,FQ 3,2022,2022
2021/09/14,20210914,2021,9,3,14,3,38,Tuesday,September,1,7,6,FQ 3,FQ 3,2022,2022
2021/09/15,20210915,2021,9,3,15,4,38,Wednesday,September,1,7,6,FQ 3,FQ 3,2022,2022
2021/09/16,20210916,2021,9,3,16,5,38,Thursday,September,1,7,6,FQ 3,FQ 3,2022,2022
2021/09/17,20210917,2021,9,3,17,6,38,Friday,September,1,7,6,FQ 3,FQ 3,2022,2022
2021/09/18,20210918,2021,9,3,18,7,38,Saturday,September,0,7,6,FQ 3,FQ 3,2022,2022
2021/09/19,20210919,2021,9,3,19,1,39,Sunday,September,0,7,6,FQ 3,FQ 3,2022,2022
2021/09/20,20210920,2021,9,3,20,2,39,Monday,September,1,7,6,FQ 3,FQ 3,2022,2022
2021/09/21,20210921,2021,9,3,21,3,39,Tuesday,September,1,7,6,FQ 3,FQ 3,2022,2022
2021/09/22,20210922,2021,9,3,22,4,39,Wednesday,September,1,7,6,FQ 3,FQ 3,2022,2022
2021/09/23,20210923,2021,9,3,23,5,39,Thursday,September,1,7,6,FQ 3,FQ 3,2022,2022
2021/09/24,20210924,2021,9,3,24,6,39,Friday,September,1,7,6,FQ 3,FQ 3,2022,2022
2021/09/25,20210925,2021,9,3,25,7,39,Saturday,September,0,7,6,FQ 3,FQ 3,2022,2022
2021/09/26,20210926,2021,9,3,26,1,40,Sunday,September,0,7,6,FQ 3,FQ 3,2022,2022
2021/09/27,20210927,2021,9,3,27,2,40,Monday,September,1,7,6,FQ 3,FQ 3,2022,2022
2021/09/28,20210928,2021,9,3,28,3,40,Tuesday,September,1,7,6,FQ 3,FQ 3,2022,2022
